Sr no	Locus name	Minimum	Maximum	Product	Chromosome	Physical Map Position	Component SSRs	Overlaps	Duplicates
2903	SB2486	4003301	4003492	191	4	4.0033			
2904	SB2487	4020860	4021144	284	4	4.0209			
2905	SB2489	4236784	4237001	217	4	4.2368			
2906	Xcup23	4256689	4256856	167	4	4.2567			
2907	SB2490	4257159	4257328	169	4	4.2572			
2908	SB2491	4260659	4260881	222	4	4.2607			
2909	SB2492	4307560	4307817	257	4	4.3076			
2910	SB2493	4365530	4365777	247	4	4.3655			
2911	SB2494	4371151	4371358	207	4	4.3712			
2912	SRSC2_020	4483980	4484703	723	4	4.4840			
2913	SB2495	4621392	4621709	317	4	4.6214			
2914	SB2496	4644408	4644569	161	4	4.6444			
2915	SB2497	4645438	4645635	197	4	4.6454			
2916	SB2498	4652405	4652656	251	4	4.6524			
2917	SB2499	4661768	4662041	273	4	4.6618			
2918	SB2500	4676131	4676337	206	4	4.6761			
2919	SRSC2_038	4699517	4700194	677	4	4.6995			
2920	SB2502	4703682	4703979	297	4	4.7037			
2921	SB2503	4727237	4727463	226	4	4.7272			
2922	SB2504	4757413	4757651	238	4	4.7574		Overlap with Xisep0202	
2923	Xisep0202	4757418	4757602	184	4	4.7574		Overlap with SB2504	
2924	SB2505	4802099	4802323	224	4	4.8021		Overlap with Xiabtp322	
2925	Xiabtp322	4802154	4802324	170	4	4.8022		Overlap with SB2505	
2926	SB2506	4826478	4826690	212	4	4.8265			
2927	Xisep0250	4891444	4891625	181	4	4.8914			
2928	SB2507	4908781	4909046	265	4	4.9088			
2929	Xtxp026	4926650	4926833	183	4	4.9267	SSR segment included in SB2508 and Xgpsb050	Overlap with SB2508 and Xgpsb050	
2930	SB2508	4926693	4926937	244	4	4.9267	2 SSRs including that detected by Xtxp026	Overlap with Xtxp026 and Xgpsb050	
2931	Xgpsb050	4926699	4926910	211	4	4.9267	2 SSRs including that detected by Xtxp026	Overlap with Xtxp026 and SB2508	
2932	SB2509	5052939	5053227	288	4	5.0529			
2933	SB2510	5089309	5089564	255	4	5.0893			
2934	SB2511	5192437	5192680	243	4	5.1924			
2935	SB2512	5312351	5312617	266	4	5.3124			
2936	SB2513	5372606	5372822	216	4	5.3726			
2937	SB2514	5385247	5385461	214	4	5.3852			
2938	SB2515	5408232	5408524	292	4	5.4082			
2939	SB2516	5409382	5409510	128	4	5.4094			
2940	SB2517	5470380	5470501	121	4	5.4704			
2941	SB2518	5513762	5513929	167	4	5.5138			
2942	SB2519	5572053	5572295	242	4	5.5721			
2943	Xisep0638	5628644	5628805	161	4	5.6286			
2944	SB2520	5632524	5632764	240	4	5.6325			
2945	>SbCAD	5776561	5777473	912	4	5.7766			
2946	SB2521	5784664	5784795	131	4	5.7847			
2947	SB2522	5789825	5790101	276	4	5.7898			
2948	Xisep0201	5795751	5795916	165	4	5.7958			
2949	SB2523	5837533	5837797	264	4	5.8375			
2950	SB2524	6045766	6046021	255	4	6.0458			
2951	SB2525	6060512	6060710	198	4	6.0605			
2952	Xiabtp166	6060712	6060866	154	4	6.0607			
2953	Xisep0222	6102192	6102385	193	4	6.1022			
2954	SB2526	6230290	6230541	251	4	6.2303			
2955	SB2528	6412288	6412538	250	4	6.4123			
2956	SB2529	6416147	6416362	215	4	6.4161			
2957	SB2530	6505285	6505502	217	4	6.5053			
2958	SB2531	6506348	6506647	299	4	6.5063			
2959	SB2532	6610456	6610556	100	4	6.6105			
2960	SB2533	6645666	6645936	270	4	6.6457			
2961	XmSbCIR323	6649605	6649885	280	4	6.6496			
2962	SB2534	6680726	6681019	293	4	6.6807			
2963	SB2535	6751387	6751538	151	4	6.7514			
2964	SB2536	6788225	6788339	114	4	6.7882			
2965	SB2537	6929260	6929504	244	4	6.9293			
2966	SB2538	6950877	6951077	200	4	6.9509			
2967	SB2539	6969593	6969783	190	4	6.9696			
2968	SB2540	7008468	7008759	291	4	7.0085			
2969	SB2541	7045307	7045503	196	4	7.0453			
2970	SB2543	7324328	7324623	295	4	7.3243			
2971	SB2544	7368441	7368710	269	4	7.3684			
2972	SB2545	7458673	7458970	297	4	7.4587			
2973	SB2546	7607987	7608226	239	4	7.6080			
2974	SB2547	7639587	7639863	276	4	7.6396			
2975	SB2548	7738883	7739146	263	4	7.7389			
2976	SB2549	7792945	7793184	239	4	7.7929			
2977	SB2550	7918105	7918330	225	4	7.9181			
2978	SB2551	7958686	7958870	184	4	7.9587			
2979	Xisep0213	8004619	8004847	228	4	8.0046			
2980	SB2552	8083452	8083737	285	4	8.0835			
2981	SB2553	8152810	8152953	143	4	8.1528			
2982	SB2554	8234041	8234260	219	4	8.2340			
2983	SB2555	8241560	8241827	267	4	8.2416		Overlap with Xiabtp481	
2984	Xiabtp481	8241640	8242076	436	4	8.2416		Overlap with SB2555	
2985	SB2556	8490615	8490887	272	4	8.4906			
2986	SB2557	8497658	8497866	208	4	8.4977			
2987	SB2558	8499207	8499374	167	4	8.4992			
2988	SB2559	8583004	8583177	173	4	8.5830			
2989	SB2560	8583936	8584235	299	4	8.5839			
2990	SB2561	8640088	8640371	283	4	8.6401			
2991	Xisep0206	8700177	8700351	174	4	8.7002		Overlap with Xiabtp185	Same as Xiabtp185
2992	Xiabtp185	8700177	8700351	174	4	8.7002		Overlap with Xisep0206	Same as Xisep0206
2993	SB2562	8770435	8770561	126	4	8.7704			
2994	SB2563	8830612	8830906	294	4	8.8306			
2995	SB2564	8924589	8924744	155	4	8.9246			
2996	SB2565	8925211	8925443	232	4	8.9252			
2997	SB2566	8950877	8951093	216	4	8.9509			
2998	SB2567	8996438	8996703	265	4	8.9964			
2999	SB2569	9186221	9186363	142	4	9.1862			
3000	SB2570	9388370	9388499	129	4	9.3884			
3001	>ZCN13	9459371	9459626	255	4	9.4594			
3002	SB2572	9572063	9572277	214	4	9.5721			
3003	Xiabtp167	9748284	9748610	326	4	9.7483			
3004	SB2573	9956169	9956464	295	4	9.9562			
3005	SB2574	9963512	9963800	288	4	9.9635			
3006	SB2575	9964114	9964372	258	4	9.9641			
3007	Xisep0228	9993957	9994161	204	4	9.9940			
3008	Xisep0203	10010966	10011176	210	4	10.0110			
3009	SB2576	10181095	10181275	180	4	10.1811			
3010	SB2577	10222719	10223015	296	4	10.2227			
3011	Xtxp131	10259828	10259989	161	4	10.2598			
3012	>Svul_PEPC	10263743	10264745	1002	4	10.2637			
3013	SB2578	10271071	10271282	211	4	10.2711			
3014	Xiabtp364	10436975	10437108	133	4	10.4370			
3015	Xisep0220	10437268	10437512	244	4	10.4373			
3016	SB2579	10559785	10560059	274	4	10.5598			
3017	SB2580	10629041	10629294	253	4	10.6290			
3018	SB2581	11018863	11019055	192	4	11.0189			
3019	SB2582	11085045	11085323	278	4	11.0850			
3020	SB2583	11145371	11145660	289	4	11.1454			
3021	SB2584	11237757	11237879	122	4	11.2378			
3022	SB2585	11303373	11303618	245	4	11.3034			
3023	Xisep0208	11507516	11507727	211	4	11.5075		Overlap with SB2586	
3024	SB2586	11507551	11507760	209	4	11.5076		Overlap with Xisep0208	
3025	Xisep0207	11510941	11511139	198	4	11.5109			
3026	SB2587	11593297	11593528	231	4	11.5933			
3027	SB2588	11671086	11671294	208	4	11.6711			
3028	SB2589	11683211	11683468	257	4	11.6832			
3029	SB2590	11740880	11741055	175	4	11.7409			
3030	Xisep0227	11760797	11760982	185	4	11.7608			
3031	SB2591	12330436	12330595	159	4	12.3304			
3032	SB2592	12426089	12426323	234	4	12.4261			
3033	>TaPinB-D1p	12548544	12548562	18	4	12.5485			
3034	SB2593	12548622	12548841	219	4	12.5486			
3035	Xisep0615	13333433	13333625	192	4	13.3334			
3036	SB2595	14228219	14228406	187	4	14.2282			
3037	SB2596	14743589	14743840	251	4	14.7436			
3038	SB2597	14950046	14950306	260	4	14.9500			
3039	SB2599	14954954	14955150	196	4	14.9550			
3040	SB2600	14955143	14955427	284	4	14.9551			
3041	Xiabtp511	14956338	14956612	274	4	14.9563		Overlap with SB2601	
3042	SB2601	14956359	14956585	226	4	14.9564		Overlap with Xiabtp511	
3043	SB2602	14964726	14964873	147	4	14.9647			
3044	SB2603	14973890	14974073	183	4	14.9739			
3045	SRSC2_006	16406615	16407896	1281	4	16.4066			
3046	SRSC2_029	16413090	16413391	301	4	16.4131			
3047	Xiabtp68	16570352	16570589	237	4	16.5704			
3048	SB2605	16680877	16681176	299	4	16.6809			
3049	SB2607	17481687	17481840	153	4	17.4817			
3050	SB4880	19238512	19238803	291	4	19.2385			
3051	SB2609	19814901	19815095	194	4	19.8149			
3052	SB2610	20363300	20363587	287	4	20.3633			
3053	SB2611	20697973	20698196	223	4	20.6980			
3054	Xiabtp63	22730484	22730675	191	4	22.7305		Owerlap with SB2612	
3055	SB2612	22730547	22730780	233	4	22.7305		Overlap with Xiabtp63	
3056	SB5310	26513939	26514161	222	4	26.5139			
3057	SB2614	27013955	27014117	162	4	27.0140			
3058	SB2615	34207207	34207506	299	4	34.2072			
3059	SB2616	35084748	35085029	281	4	35.0847			
3060	SB2618	38200513	38200673	160	4	38.2005			
3061	Xcup20	38764794	38765014	220	4	38.7648			
3062	SB4845	39546067	39546358	291	4	39.5461			
3063	SB2620	40841790	40842006	216	4	40.8418			
3064	SB4447	42738687	42738939	252	4	42.7387			
3065	SB2621	43189356	43189651	295	4	43.1894			
3066	SB3292	44030081	44030244	163	4	44.0301			
3067	Xiabtp156	44137245	44137458	213	4	44.1372			
3068	SB2623	44800054	44800230	176	4	44.8001			
3069	SB2626	46058551	46058710	159	4	46.0586			
3070	SB2627	46482190	46482374	184	4	46.4822			
3071	SB2628	46613182	46613459	277	4	46.6132			
3072	SRSC2_005	47190513	47191069	556	4	47.1905			
3073	SRSC1_003	47412637	47413124	487	4	47.4126			
3074	SB2629	47482939	47483134	195	4	47.4829			
3075	SB2630	47484919	47485209	290	4	47.4849			
3076	SB2631	47799367	47799634	267	4	47.7994			
3077	Xisep0850	48068487	48068668	181	4	48.0685	SSR segment included in Xiabtp453	Overlap with Xiabtp453	
3078	Xiabtp453	48068487	48068735	248	4	48.0685	2 SSRs including that detected by Xisep0850	Overlap with Xisep0850	
3079	SB2632	48070203	48070471	268	4	48.0702			
3080	Xisep0223	48325027	48325237	210	4	48.3250			
3081	Xisep0221	48325515	48325702	187	4	48.3255			
3082	SB2633	48494892	48495068	176	4	48.4949			
3083	SB2634	48572255	48572473	218	4	48.5723			
3084	Xtxp012	48576873	48577065	192	4	48.5769			
3085	Xisep0225	48600657	48600956	299	4	48.6007			
3086	Xtxp343	48802394	48802551	157	4	48.8024			
3087	SB2635	49141767	49141933	166	4	49.1418			
3088	SB2637	49434849	49435033	184	4	49.4348			
3089	SB2638	49438279	49438508	229	4	49.4383			
3090	SB2639	50280882	50281084	202	4	50.2809			
3091	SB2640	50338082	50338368	286	4	50.3381			
3092	Xisep0229	50360472	50360675	203	4	50.3605			
3093	Xisep0226	50361241	50361455	214	4	50.3612			
3094	SB2641	50468809	50468966	157	4	50.4688			
3095	SB2642	50513133	50513406	273	4	50.5131			
3096	SB2643	50643806	50643971	165	4	50.6438			
3097	SB2644	50648592	50648808	216	4	50.6486			
3098	Xiabtp220	50655818	50655985	167	4	50.6558			
3099	SB2646	50695899	50696062	163	4	50.6959			
3100	SB2647	50725509	50725798	289	4	50.7255			
3101	>ZCN2	50750021	50750310	289	4	50.7500			
3102	SB2648	50788820	50789117	297	4	50.7888			
3103	SB2649	50796175	50796436	261	4	50.7962			
3104	SB2650	50800241	50800399	158	4	50.8002			
3105	SB2651	50805722	50805970	248	4	50.8057			
3106	SB2653	50908942	50909151	209	4	50.9089			
3107	Xcup28	51249634	51249797	163	4	51.2496			
3108	SB2655	51300122	51300372	250	4	51.3001			
3109	SB2656	51360754	51360928	174	4	51.3608			
3110	SB2658	51381663	51381922	259	4	51.3817			
3111	SB2659	51389804	51389982	178	4	51.3898			
3112	SB2660	51391876	51392009	133	4	51.3919			
3113	Xiabtp47	51428629	51428774	145	4	51.4286			
3114	SB2661	51429128	51429260	132	4	51.4291			
3115	SB2662	51438405	51438690	285	4	51.4384			
3116	SB2663	51535549	51535768	219	4	51.5355			
3117	SB2664	51580672	51580956	284	4	51.5807	SSR segment included in Xisep1221	Overlap with Xisep1221	
3118	Xisep1221	51580782	51580955	173	4	51.5808	2 SSRs including that detected by SB2664	Overlap with SB2664	
3119	SB2665	51664944	51665219	275	4	51.6649			
3120	SB2666	51703065	51703274	209	4	51.7031			
3121	SB2667	51704422	51704636	214	4	51.7044			
3122	Xgap010	51715449	51715699	250	4	51.7154			
3123	SB2669	51716734	51716873	139	4	51.7167			
3124	SB2670	51934033	51934263	230	4	51.9340			
3125	SB2671	52004022	52004261	239	4	52.0040			
3126	SB2672	52038406	52038540	134	4	52.0384			
3127	SB2673	52080857	52081158	301	4	52.0809			
3128	SB2674	52115774	52115893	119	4	52.1158			
3129	SB2675	52143438	52143723	285	4	52.1434			
3130	SB2676	52219746	52219979	233	4	52.2197			
3131	SB2677	52289379	52289654	275	4	52.2894			
3132	SB2678	52302505	52302707	202	4	52.3025			
3133	SB2679	52309061	52309253	192	4	52.3091			
3134	SB2680	52523540	52523826	286	4	52.5235			
3135	SB2681	52563712	52563998	286	4	52.5637			
3136	SB2682	52598247	52598432	185	4	52.5982			
3137	SB2683	52658024	52658138	114	4	52.6580			
3138	SB2684	52999369	52999589	220	4	52.9994			
3139	SB2685	53068939	53069103	164	4	53.0689			
3140	SB2686	53108696	53108970	274	4	53.1087			
3141	SB2687	53166643	53166925	282	4	53.1666			
3142	SB2688	53242032	53242169	137	4	53.2420			
3143	SB2689	53297398	53297554	156	4	53.2974			
3144	SB2690	53417710	53417914	204	4	53.4177		Overlap with Xiabtp506	
3145	Xiabtp506	53417750	53417913	163	4	53.4178		Overlap with SB2690	
3146	SB2691	53429537	53429767	230	4	53.4295			
3147	SB2692	53502371	53502524	153	4	53.5024			
3148	SB2693	53525994	53526236	242	4	53.5260			
3149	SB2694	53545668	53545780	112	4	53.5457			
3150	SB2695	53547903	53548103	200	4	53.5479			
3151	SB2696	53603496	53603666	170	4	53.6035			
3152	SB2697	53663189	53663300	111	4	53.6632			
3153	SB2698	53666925	53667141	216	4	53.6669			
3154	SB2700	53848248	53848416	168	4	53.8482			
3155	SB2701	53849703	53849896	193	4	53.8497			
3156	SB2702	53885694	53885956	262	4	53.8857			
3157	SB2703	54155927	54156162	235	4	54.1559			
3158	SB2704	54223178	54223463	285	4	54.2232			
3159	SB2705	54230508	54230805	297	4	54.2305			
3160	SB2706	54422740	54422863	123	4	54.4227			
3161	>SbF3Hgene	54540799	54542867	2068	4	54.5408			
3162	>SbF3H2	54540939	54541888	949	4	54.5409			
3163	>SbF3H3	54549208	54550178	970	4	54.5492			
3164	>SbF3H1	54578441	54579410	969	4	54.5784			
3165	SB2708	54703381	54703673	292	4	54.7034			
3166	Xisep0237	54761531	54761714	183	4	54.7615			
3167	SB2709	54810384	54810513	129	4	54.8104			
3168	Xiabtp289	54987765	54987936	171	4	54.9878			
3169	SB2710	55030938	55031235	297	4	55.0309			
3170	>ZCN16	55042114	55044183	2069	4	55.0421			
3171	SB2711	55045080	55045343	263	4	55.0451			
3172	SB2712	55046679	55046938	259	4	55.0467			
3173	SRSC2_016	55098204	55098745	541	4	55.0982			
3174	SB2713	55143079	55143339	260	4	55.1431			
3175	SB2714	55157007	55157141	134	4	55.1570			
3176	SB2715	55204428	55204570	142	4	55.2044			
3177	SB2717	55456398	55456632	234	4	55.4564			
3178	SB2718	55467308	55467560	252	4	55.4673			
3179	SB2719	55469505	55469747	242	4	55.4695			
3180	SRSC2_040	55569287	55571108	1821	4	55.5693			
3181	SB2720	55667175	55667473	298	4	55.6672			
3182	SB2721	55702581	55702789	208	4	55.7026			
3183	SB2722	55772287	55772585	298	4	55.7723			
3184	SB2723	55775904	55776184	280	4	55.7759			
3185	SB2724	55852060	55852237	177	4	55.8521			
3186	SB2725	55937359	55937582	223	4	55.9374			
3187	SB2726	55951575	55951698	123	4	55.9516			
3188	SB2727	55987195	55987372	177	4	55.9872			
3189	SB2728	56004760	56004908	148	4	56.0048			
3190	SB2729	56092661	56092919	258	4	56.0927		Overlap with Xiabtp172	
3191	Xiabtp172	56092753	56092976	223	4	56.0928		Overlap with SB2729	
3192	SB2730	56208366	56208489	123	4	56.2084			
3193	SB2731	56291352	56291553	201	4	56.2914			
3194	>SbPPCK	56314682	56315565	883	4	56.3147			
3195	Xisep0233	56315751	56315945	194	4	56.3158			
3196	SB2732	56366298	56366544	246	4	56.3663			
3197	SB2733	56397183	56397465	282	4	56.3972			
3198	SB2734	56429320	56429592	272	4	56.4293			
3199	SB2735	56481209	56481313	104	4	56.4812			
3200	SB2736	56491010	56491285	275	4	56.4910		Overlap with Xiabtp101	
3201	Xiabtp101	56491057	56491244	187	4	56.4911		Overlap with SB2736	
3202	SB2737	56701172	56701419	247	4	56.7012			
3203	SB2738	56806926	56807042	116	4	56.8069			
3204	SB2739	56899972	56900186	214	4	56.9000			
3205	SB2740	56918598	56918707	109	4	56.9186			
3206	SB2741	56934132	56934367	235	4	56.9341			
3207	SB2742	57048053	57048310	257	4	57.0481			
3208	SB2743	57224777	57224962	185	4	57.2248			
3209	SB2744	57283433	57283629	196	4	57.2834			
3210	SB2745	57335468	57335767	299	4	57.3355			
3211	SB2746	57337102	57337266	164	4	57.3371			
3212	SB2747	57417559	57417816	257	4	57.4176			
3213	SB2748	57480870	57481144	274	4	57.4809			
3214	SB2749	57494310	57494491	181	4	57.4943			
3215	SB2751	57539070	57539368	298	4	57.5391			
3216	SB2752	57539590	57539878	288	4	57.5396			
3217	SB2753	57557472	57557664	192	4	57.5575			
3218	SB2754	57560656	57560829	173	4	57.5607			
3219	SB2755	57563265	57563537	272	4	57.5633			
3220	SB2756	57596134	57596303	169	4	57.5961			
3221	SB2758	57844434	57844671	237	4	57.8444			
3222	Xisep0245	57847748	57847944	196	4	57.8477			
3223	SB2759	57873088	57873301	213	4	57.8731			
3224	Xisep0239	57876623	57876851	228	4	57.8766			
3225	SB2760	57962834	57963023	189	4	57.9628			
3226	Xcup71	57975256	57975375	119	4	57.9753			
3227	SB2761	58008375	58008667	292	4	58.0084			
3228	SB2763	58283946	58284180	234	4	58.2839			
3229	SB2764	58298032	58298201	169	4	58.2980			
3230	SB2765	58319889	58320144	255	4	58.3199			
3231	SB2766	58321444	58321613	169	4	58.3214			
3232	SB2767	58378499	58378788	289	4	58.3785			
3233	SRSC2_030	58384252	58384653	401	4	58.3843			
3234	SB2768	58387012	58387282	270	4	58.3870			
3235	Xtxp024	58546804	58546948	144	4	58.5468			
3236	SB2769	58622027	58622228	201	4	58.6220			
3237	SB2770	58629665	58629820	155	4	58.6297			
3238	SB2771	58658744	58658987	243	4	58.6587			
3239	SB2772	58748437	58748654	217	4	58.7484			
3240	SB2773	58805602	58805771	169	4	58.8056			
3241	Xiabtp106	58883519	58883801	282	4	58.8835			
3242	SB2774	58889442	58889738	296	4	58.8894			
3243	SRSC2_018	58927716	58928067	351	4	58.9277			
3244	SB2775	58939135	58939391	256	4	58.9391			
3245	SB2776	58963199	58963467	268	4	58.9632			
3246	SRSC2_028	59041296	59041567	271	4	59.0413			
3247	SB2777	59049945	59050244	299	4	59.0499			
3248	SB2778	59111380	59111589	209	4	59.1114			
3249	SB2779	59115257	59115494	237	4	59.1153			
3250	SB2780	59142907	59143137	230	4	59.1429			
3251	SB2781	59144203	59144408	205	4	59.1442			
3252	SB2782	59260605	59260896	291	4	59.2606			
3253	SB2783	59264979	59265150	171	4	59.2650			
3254	SB2784	59266287	59266531	244	4	59.2663			
3255	SB2785	59266685	59266970	285	4	59.2667		Overlap with Xtxp327	
3256	Xtxp327	59266753	59266909	156	4	59.2668		Overlap with SB2785	
3257	SB2786	59308034	59308269	235	4	59.3080			
3258	Xisep0247	59359280	59359569	289	4	59.3593			
3259	SB2787	59374447	59374567	120	4	59.3744			
3260	SB2788	59451796	59452071	275	4	59.4518			
3261	SB2789	59548478	59548610	132	4	59.5485			
3262	Xisep1211	59629708	59629890	182	4	59.6297			
3263	SB2790	59708690	59708893	203	4	59.7087			
3264	>EF206347_ SbDES2	59930467	59931961	1494	4	59.9305			
3265	SB2791	60019389	60019680	291	4	60.0194			
3266	SB2792	60053860	60054035	175	4	60.0539			
3267	SB2793	60068380	60068623	243	4	60.0684			
3268	SB2794	60090985	60091153	168	4	60.0910		Overlap with Xiabtp201	
3269	Xiabtp201	60090989	60091101	112	4	60.0910		Overlap with SB2794	
3270	SB2795	60095553	60095822	269	4	60.0956			
3271	SRSC2_026	60132588	60133086	498	4	60.1326			
3272	SRSC2_027	60136641	60137604	963	4	60.1366			
3273	SB2796	60158218	60158489	271	4	60.1582			
3274	SB2797	60183246	60183371	125	4	60.1832			
3275	SRSC2_025	60187603	60188486	883	4	60.1876			
3276	Xisep1021	60388223	60388467	244	4	60.3882			
3277	SB2799	60403467	60403632	165	4	60.4035			
3278	SB2800	60462346	60462610	264	4	60.4623			
3279	SB2801	60470442	60470716	274	4	60.4704			
3280	Xtxp060	60490879	60491103	224	4	60.4909			
3281	SB2803	60522520	60522791	271	4	60.5225	2 SSRs including that detected by Xiabtp132	Overlap with Xiabtp132	
3282	Xiabtp132	60522637	60522786	149	4	60.5226	SSR segment included in SB2803	Overlap with SB2803	
3283	SB2804	60537558	60537857	299	4	60.5376			
3284	Xiabtp402	60641680	60641974	294	4	60.6417			
3285	SB2805	60642519	60642816	297	4	60.6425			
3286	SB2806	60690460	60690726	266	4	60.6905			
3287	SB2807	60810773	60810976	203	4	60.8108			
3288	Xisep0236	60883189	60883379	190	4	60.8832			
3289	SB2808	60932450	60932716	266	4	60.9325			
3290	SB2810	60940332	60940552	220	4	60.9403			
3291	SB2812	60982281	60982497	216	4	60.9823			
3292	SB2813	61002261	61002558	297	4	61.0023			
3293	SB2814	61002986	61003206	220	4	61.0030			
3294	Xisep0947	61049546	61049748	202	4	61.0495			
3295	SB2815	61155864	61156078	214	4	61.1559			
3296	SB2816	61174857	61175035	178	4	61.1749			
3297	Xtxp051	61211421	61211649	228	4	61.2114	SSR segment included in SB2817	Overlap with Xtxp212 and SB2817	
3298	Xtxp212	61211461	61211610	149	4	61.2115	SSR segment included in SB2817	Overlap with Xtxp051 and SB2817	
3299	SB2817	61211488	61211715	227	4	61.2115	2 SSRs including that detected by Xtxp212/Xtxp051	Overlap with Xtxp051 and Xtxp212	
3300	Xisep0240	61313486	61313703	217	4	61.3135			
3301	SB2818	61336041	61336318	277	4	61.3360			
3302	Xiabtp274	61362139	61362396	257	4	61.3621	2 SSRs including that detected by SB2819	Overlap with SB2819	
3303	SB2819	61362149	61362263	114	4	61.3621	SSR segment included in Xiabtp274	Overlap with Xiabtp273	
3304	SB2820	61397805	61398099	294	4	61.3978			
3305	SB2822	61438034	61438246	212	4	61.4380			
3306	SB2823	61441711	61441958	247	4	61.4417			
3307	SB2824	61468891	61469184	293	4	61.4689			
3308	SB2825	61485845	61486080	235	4	61.4858			
3309	SB2826	61489295	61489493	198	4	61.4893			
3310	SB2827	61580523	61580769	246	4	61.5805			
3311	SB2828	61588138	61588296	158	4	61.5881			
3312	SB2829	61609673	61609826	153	4	61.6097			
3313	SB2830	61642845	61643093	248	4	61.6428			
3314	Xiabtp147	61644489	61644716	227	4	61.6445		Overlap with SB2831	
3315	SB2831	61644519	61644713	194	4	61.6445		Overlap with Xiabtp147	
3316	SB2832	61842642	61842941	299	4	61.8426			
3317	SB2833	61871699	61871868	169	4	61.8717			
3318	SB2834	61911238	61911485	247	4	61.9112			
3319	SB2835	62082126	62082408	282	4	62.0821			
3320	SB2836	62144483	62144661	178	4	62.1445			
3321	SB2837	62147594	62147819	225	4	62.1476			
3322	SB2838	62149986	62150268	282	4	62.1500			
3323	SB2839	62153495	62153734	239	4	62.1535			
3324	SB2840	62174411	62174572	161	4	62.1744			
3325	SB2841	62235259	62235382	123	4	62.2353			
3326	Xisep0447	62289413	62289603	190	4	62.2894			
3327	Xisep0214	62334455	62334782	327	4	62.3345			
3328	SB2842	62384466	62384746	280	4	62.3845			
3329	SB2843	62440169	62440447	278	4	62.4402			
3330	SRSC2_011	62457882	62458409	527	4	62.4579			
3331	SB2844	62538600	62538817	217	4	62.5386			
3332	SB2845	62679335	62679528	193	4	62.6793			
3333	SB2846	62699201	62699456	255	4	62.6992			
3334	SB2847	62723096	62723351	255	4	62.7231			
3335	SB2848	62732596	62732787	191	4	62.7326			
3336	SB2849	62776486	62776773	287	4	62.7765			
3337	SB2850	62794765	62794913	148	4	62.7948			
3338	Xgpsb045	62796441	62796656	215	4	62.7964			
3339	Xisep0244	62820113	62820366	253	4	62.8201			
3340	SB2851	62860687	62860908	221	4	62.8607		Overlap with Xiabtp227	Very similar to Xiabtp227
3341	Xiabtp227	62860689	62860909	220	4	62.8607		Overlap with SB2851	Very similar to SB2851
3342	SB2852	62867330	62867481	151	4	62.8673			
3343	SB2854	62891249	62891500	251	4	62.8912			
3344	SB2855	62893862	62894040	178	4	62.8939			
3345	SB2856	62896980	62897266	286	4	62.8970			
3346	SB2857	62900243	62900481	238	4	62.9002			
3347	SB2858	62902691	62902949	258	4	62.9027			
3348	SB2860	63012847	63013044	197	4	63.0128			
3349	SB2861	63050359	63050577	218	4	63.0504			
3350	SB2862	63127622	63127891	269	4	63.1276			
3351	SB2864	63150103	63150364	261	4	63.1501			
3352	SB2865	63221424	63221628	204	4	63.2214			
3353	>ZmYS1	63224039	63224989	950	4	63.2240			
3354	Xiabtp353	63272711	63272944	233	4	63.2727			
3355	SB2866	63283464	63283702	238	4	63.2835			
3356	SB2867	63300162	63300318	156	4	63.3002			
3357	SB2869	63445630	63445802	172	4	63.4456			
3358	SB2870	63509010	63509130	120	4	63.5090			
3359	SB2871	63512142	63512390	248	4	63.5121			
3360	SB2872	63522403	63522648	245	4	63.5224			
3361	SB2873	63526060	63526268	208	4	63.5261			
3362	SB2875	63622096	63622326	230	4	63.6221			
3363	SB2876	63659690	63659986	296	4	63.6597			
3364	SB2877	63770439	63770645	206	4	63.7704			
3365	SB2878	63782517	63782798	281	4	63.7825			
3366	SB2879	63784038	63784267	229	4	63.7840			
3367	SB2880	63785981	63786212	231	4	63.7860			
3368	SRSC2_017	63865288	63865982	694	4	63.8653			
3369	SB2881	63917088	63917343	255	4	63.9171			
3370	SB2882	63998174	63998329	155	4	63.9982			
3371	SRSC2_010	64052055	64052526	471	4	64.0521			
3372	SB2883	64088926	64089188	262	4	64.0889			
3373	SB2884	64093587	64093884	297	4	64.0936			
3374	SB2885	64116619	64116857	238	4	64.1166			
3375	SB2887	64140243	64140467	224	4	64.1402			
3376	SB2888	64194682	64194948	266	4	64.1947			
3377	SB2889	64228504	64228755	251	4	64.2285			
3378	SB2890	64332337	64332448	111	4	64.3323		Overlap with Xiabtp363	
3379	Xiabtp363	64332338	64332479	141	4	64.3323		Overlap with SB2890	
3380	Xtxp109	64444779	64444917	138	4	64.4448		Overlap with SB2891	
3381	SB2891	64444846	64445057	211	4	64.4448		Overlap with Xtxp109	
3382	SB2892	64497213	64497395	182	4	64.4972			
3383	Xisep0231	64523434	64523683	249	4	64.5234			
3384	SB2893	64573560	64573727	167	4	64.5736			
3385	SB2894	64591229	64591486	257	4	64.5912			
3386	SB2895	64646261	64646431	170	4	64.6463			
3387	SB2896	64667620	64667836	216	4	64.6676			
3388	Xiabtp395	64709897	64710223	326	4	64.7099			
3389	SB2897	64869144	64869424	280	4	64.8691			
3390	SB2898	64964013	64964254	241	4	64.9640			
3391	SB2899	65117948	65118234	286	4	65.1179			
3392	SB2901	65227069	65227320	251	4	65.2271			
3393	SB2902	65439471	65439728	257	4	65.4395			
3394	SB2903	65534782	65534983	201	4	65.5348			
